ID,Quotation Name,Document,Quotation Content,Comment,Codes,Reference,Density,Modified by
4:251,jbellis,CASSANDRA-749,jbellis,,Comment,20:5 - 20:11,1,arjan
4:175,"patches 01-03 applied, but I keep getting timeouts trying to commit th…",CASSANDRA-749,"patches 01-03 applied, but I keep getting timeouts trying to commit the rest.
(probably the super faky wireless here.)",,Run-time quality issues,20:14 - 20:132,1,arjan
5:1,Create an additional system keyspace to store KS defnitions and migrat…,CASSANDRA-825,"Create an additional system keyspace to store KS defnitions and migration data.
",,User requirement,3:51 - 3:131,1,arjan
5:2,Create an additional system keyspace to store KS defnitions and migrat…,CASSANDRA-825,"Create an additional system keyspace to store KS defnitions and migration data.Tweak the in-  ternals so cassandra can optional load all defnitions from there, ignoring CF defnitions in the  xml.
",,User requirement,3:149 - 3:345,1,arjan
5:55,jbellis,CASSANDRA-825,jbellis,,Comment,3:778 - 3:784,1,arjan
5:3,Instead of rolling our own uuid generator can we just use http://jug.s…,CASSANDRA-825, Instead of rolling our own uuid generator can we just use http://jug.safehaus.org/,,Other system architectural solutions,3:786 - 3:868,1,arjan
5:4,It appears to be available in maven repos so Ivy should be cool.,CASSANDRA-825," It appears to be available in maven repos so Ivy should be cool.
",,Architectural solution benefits and drawbacks,3:872 - 3:938,1,arjan
5:56,jbellis,CASSANDRA-825,jbellis,,Comment,3:942 - 3:948,1,arjan
5:5,JUG also provides a native library for getting the mac address,CASSANDRA-825, JUG also provides a native library for getting the mac address,,Other system architectural solutions,3:950 - 3:1012,1,arjan
5:6,I’m -1 on putting  mac in the confg since it completely screws the abi…,CASSANDRA-825,"I’m -1 on putting  mac in the confg since it completely screws the ability to run a cluster from a common fle.
",,Architectural solution benefits and drawbacks,3:1015 - 3:1126,1,arjan
5:8,"If we can’t get the mac from native code on platform X, or if it’s pai…",CASSANDRA-825,"If we can’t get the mac from native code on platform X, or if it’s painful,",,Architectural solution benefits and drawbacks,3:1127 - 3:1201,1,arjan
5:7,then let’s make  something up and use it as the mac bytes,CASSANDRA-825,then let’s make  something up and use it as the mac bytes,,Architectural design configuration,3:1203 - 3:1259,1,arjan
5:9,For our purposes one pseudo-unique set of bytes  in the MAC positions…,CASSANDRA-825,For our purposes one pseudo-unique set of bytes  in the MAC positions is as good as another.,,Architectural solution benefits and drawbacks,3:1262 - 3:1353,1,arjan
5:10,Can you give a high-level overview of the the remaining patches are do…,CASSANDRA-825,"Can you give a high-level overview of the the remaining patches are doing?
",,,3:1368 - 3:1443,1,arjan
5:57,gdusbabek,CASSANDRA-825,gdusbabek,,Comment,4:4 - 4:12,1,arjan
5:11,I looked at jug briefy but stopped when I saw native libraries. If the…,CASSANDRA-825,"I looked at jug briefy but stopped when I saw native libraries. If there were a  way to use it and extend it so that native bits aren’t needed, then I’m +1. I prefer to avoid  introducing native libs if we can avoid it, especially for something this trivial. I like the ’put  something else unique in those bytes’ approach.
",,Architectural solution benefits and drawbacks,4:15 - 4:339,1,arjan
5:12,If there were a  way to use it and extend it so that native bits aren’…,CASSANDRA-825,"If there were a  way to use it and extend it so that native bits aren’t needed,",,Other system architectural solutions,4:79 - 4:157,1,arjan
5:13,2-4 modify introduces DefsTable (similar to SystemTable) as a way to m…,CASSANDRA-825,"2-4 modify introduces DefsTable (similar to SystemTable) as a way to modify storing and  loading the data defnitions to the new defnitions keyspace.
5 makes it so that cfd generation is safe across restarts and can happen at times other than  startup.
6 gives support for tracking historical CF names. In the case of cf renames, the id doesn’t  change, but the name does and we need a way to get back to the id when recovering.
The basic idea of the set is that we need to add support for reading data defnitions from  storage and not xml.
",,Architectural design configuration,4:340 - 4:883,1,arjan
5:58,jbellis,CASSANDRA-825,jbellis,,Comment,4:887 - 4:893,1,arjan
5:14,"You can pass the generator an ""EthernetAddress"" containing whatever by…",CASSANDRA-825,"You can pass the generator an ""EthernetAddress"" containing whatever bytes you  want: http://jug.safehaus.org/curr/javadoc/org/safehaus/uuid/UUIDGenerator.html",,Architectural design configuration,4:896 - 4:1053,1,arjan
5:59,jbellis,CASSANDRA-825,jbellis,,Comment,4:1059 - 4:1065,1,arjan
5:15,- public fnal double keyCacheSize; // default 0.01  + public fnal doub…,CASSANDRA-825,"- public fnal double keyCacheSize; // default 0.01  + public fnal double keyCacheFraction; // default 0.01  bad rebase?
",,,4:1068 - 4:1188,1,arjan
5:60,gdusbabek,CASSANDRA-825,gdusbabek,,Comment,4:1192 - 4:1200,1,arjan
5:16,yeah. I’ll clean that up.,CASSANDRA-825,"yeah. I’ll clean that up.
",,,4:1203 - 4:1229,1,arjan
5:61,jbellis,CASSANDRA-825,jbellis,,Comment,4:1233 - 4:1239,1,arjan
5:17,"Can you use less words in parameter / feld names, but spell them out?…",CASSANDRA-825,"Can you use less words in parameter / feld names, but spell them out?
repStratClass -> strategyClass  epSnitch -> snitch  etc.
(for local variable names KSMetaData ksm etc. is fne)  - Can you add a FBUtilities convenience for this?
UUIDGen.makeType1UUID(UUIDGen.fromHost(FBUtilities.getLocalAddress()))",,,4:1244 - 4:1548,1,arjan
5:18,This probably isn’t a good mac address replacment -- since it’s iterat…,CASSANDRA-825,"This probably isn’t a good mac address replacment -- since it’s iterating most-signifcant-  frst, the chance of collision w/in a cluster is basically guaranteed. Which probably isn’t the  end of the world here",,Run-time quality issues,4:1553 - 4:1761,1,arjan
5:19,but it’s not too much more work to run getAddress through md5 frst.,CASSANDRA-825,"but it’s not too much more work to run getAddress through md5 frst.
",,"Architectural component behavior and structure
Architectural solution benefits and drawbacks",4:1763 - 4:1831,2,arjan
5:20,"this is clunky and possibly error-prone (since if we are ""jumping"" the…",CASSANDRA-825,"this is clunky and possibly error-prone (since if we are ""jumping"" the counter higher when  we load a new id? then we might have been generating ""new"" ids that collided with yet-to-  be-read ones)",,Run-time quality issues,4:1916 - 4:2111,1,arjan
5:21,Can we just initialize the counter to the max value at initialization…,CASSANDRA-825,"Can we just initialize the counter to the max value at initialization time?
",,Architectural component behavior and structure,4:2200 - 4:2276,1,arjan
5:22,why do we need historical names? we don’t need it for log replay (only…,CASSANDRA-825,"why do we need historical names? we don’t need it for log replay (only  the current name gets turned into an sstable) and if we’re going to use it to read old sstables  based on timestamp, that’s a mess, we’d need to record not only the name sequence but how  long each name was mapped to the id. ",,Technical debt,5:16 - 5:312,1,arjan
5:24,Wouldn’t it be simpler to,CASSANDRA-825,Wouldn’t it be simpler to,,"Architectural solution benefits and drawbacks
Assumptions",5:313 - 5:337,2,arjan
5:23,name sstable fles by cf ID  instead of name?,CASSANDRA-825,name sstable fles by cf ID  instead of name?,,Architectural component behavior and structure,5:339 - 5:382,1,arjan
5:25,"for old installs a one-time conversion on startup can be done, rename…",CASSANDRA-825,"for old installs a one-time conversion on startup can be done, rename is  fast so it’s ok to do that rather than deal w/ complexity of mixed ids and names, imo].",,Architectural solution benefits and drawbacks,5:385 - 5:545,1,arjan
5:62,gdusbabek,CASSANDRA-825,gdusbabek,,Comment,5:592 - 5:600,1,arjan
5:26,"I might be missing something, but the cfname is one of the serialized…",CASSANDRA-825,"I might be missing something, but the cfname is one of the serialized properties of RowMu-  tation that ends up in the commit log",,Existing system architecture description,5:654 - 5:782,1,arjan
5:27,Since it would be a lot of work to,CASSANDRA-825,Since it would be a lot of work to,,Architectural solution benefits and drawbacks,5:785 - 5:818,1,arjan
5:28,"fush the commit  log prior to a rename,",CASSANDRA-825," fush the commit  log prior to a rename,",,Architectural design configuration,5:819 - 5:858,1,arjan
5:29,we need away to get from the old cfnames to the current id.,CASSANDRA-825,we need away to get from the old cfnames to the current id.,,Motivation of design issue,5:860 - 5:918,1,arjan
5:30,It doesn’t  have anything to do with old sstables.,CASSANDRA-825,"It doesn’t  have anything to do with old sstables.
",,Existing system architecture description,5:920 - 5:971,1,arjan
5:63,jbellis,CASSANDRA-825,jbellis,,Comment,5:976 - 5:982,1,arjan
5:31,"fushing is a lot of work,",CASSANDRA-825,"fushing is a lot of work,",,Architectural solution benefits and drawbacks,5:985 - 5:1009,1,arjan
5:32,but creating a new segment (w/ new header) is not.,CASSANDRA-825,"but creating a new segment (w/ new header) is not.
",,"Architectural component behavior and structure
Architectural solution benefits and drawbacks",5:1011 - 5:1062,2,arjan
5:64,gdusbabek,CASSANDRA-825,gdusbabek,,Comment,5:1067 - 5:1075,1,arjan
5:33,"Right, and that’s the approach I’ve taken in CASSANDRA-840.",CASSANDRA-825,"Right, and that’s the approach I’ve taken in CASSANDRA-840.",,Existing system architecture description,5:1078 - 5:1136,1,arjan
5:34,But what of  old segments still laying around that may need to be used…,CASSANDRA-825,"But what of  old segments still laying around that may need to be used to recover after a restart? They  still refer to CF names that no longer a rename.
",,Run-time quality issues,5:1138 - 5:1292,1,arjan
5:65,jbellis,CASSANDRA-825,jbellis,,Comment,5:1297 - 5:1303,1,arjan
5:35,each segment has a header w/ a name -> id map [currently you have id -…,CASSANDRA-825,"each segment has a header w/ a name -> id map [currently you have id -> name  but just make it a BiMap] so you use that to get the id for the RM cfname.
",,Existing system architecture description,5:1306 - 5:1459,1,arjan
5:36,"either way we need to change Table.apply to take a Map<name, id> repre…",CASSANDRA-825,"either way we need to change Table.apply to take a Map<name, id> representing what  the mapping was at the time of the RM so it can put it in the right CFS [not necessarily in  this patchset]. I’m saying it’s simpler to just use the one you already have in the CLH than  build one up laboriously from binary-searched timestams.
",,Architectural solution benefits and drawbacks,5:1460 - 5:1788,1,arjan
5:66,gdusbabek,CASSANDRA-825,gdusbabek,,Comment,5:1793 - 5:1801,1,arjan
5:37,CLH maps ids to dirty bits and fush points--no names.,CASSANDRA-825,CLH maps ids to dirty bits and fush points--no names.,,Architectural solution benefits and drawbacks,5:1804 - 5:1856,1,arjan
5:38,"If we modifed RM to  contain a name->id map,",CASSANDRA-825,"If we modifed RM to  contain a name->id map, ",,Architectural component behavior and structure,5:1858 - 5:1902,1,arjan
5:39,we’d be in good shape and could get rid of the historical names.,CASSANDRA-825,"we’d be in good shape and could get rid of the historical names.
",,Architectural solution benefits and drawbacks,5:1903 - 5:1968,1,arjan
5:40,What I’ve done (and don’t care for) in 840 is modify the CF during rec…,CASSANDRA-825,"What I’ve done (and don’t care for) in 840 is modify the CF during recovery if it is de-  tected that the name has changed (can’t fnd an id). This is error-prone because if a user  has a habit of recycling cfnames over time, the reverse mapping can become ambiguous.
",,Run-time quality issues,5:1969 - 5:2236,1,arjan
5:41,I’ll make a change so that the cfd can be had from the RM as opposed t…,CASSANDRA-825,"I’ll make a change so that the cfd can be had from the RM as opposed to table.
",,Architectural design configuration,5:2237 - 5:2316,1,arjan
5:67,jbellis,CASSANDRA-825,jbellis,,Comment,5:2321 - 5:2327,1,arjan
5:42,"You’re right, I was thinking CLH had an id -> name map already.",CASSANDRA-825,"You’re right, I was thinking CLH had an id -> name map already.
",,Architectural solution benefits and drawbacks,5:2330 - 5:2394,1,arjan
5:43,"We defnitely don’t want to put an entire name/id map in RM though,",CASSANDRA-825,"We defnitely don’t want to put an entire name/id map in RM though,",,"Architectural design configuration
Architectural solution benefits and drawbacks",5:2395 - 5:2460,2,arjan
5:68,gdusbabek,CASSANDRA-825,gdusbabek,,Comment,5:2492 - 5:2500,1,arjan
5:44,"No, I meant RM, but now that I think of it, CLH is a better place. The…",CASSANDRA-825,"No, I meant RM, but now that I think of it, CLH is a better place. The only  down-side that it needs the entire mapping because its size needs to be fxed and its size no  longer becomes a function of the number of cfs. But I think that’s manageable.
",,"Architectural solution benefits and drawbacks
Assumptions",5:2503 - 5:2753,2,arjan
5:69,jbellis,CASSANDRA-825,jbellis,,Comment,5:2758 - 5:2764,1,arjan
5:45,size needs to be fxed [per CLH] -- right,CASSANDRA-825,size needs to be fxed [per CLH] -- right,,Architectural component behavior and structure,5:2767 - 5:2806,1,arjan
5:47,no longer function of # of cfs -- ?,CASSANDRA-825,no longer function of # of cfs -- ?,,Architectural design configuration,5:2809 - 5:2843,1,arjan
5:70,gdusbabek,CASSANDRA-825,gdusbabek,,Comment,5:2850 - 5:2858,1,arjan
5:46,At some  point I was relying on the fact that I could know the size of…,CASSANDRA-825,"At some  point I was relying on the fact that I could know the size of the CLH given the number of  CFs. But I got rid of that at some point.
",,"Architectural design configuration
Architectural solution benefits and drawbacks",5:2930 - 5:3072,2,arjan
5:71,jbellis,CASSANDRA-825,jbellis,,Comment,5:3077 - 5:3083,1,arjan
5:48,"So for 825, the plan is drop patch 5, make the other tweaks I mentione…",CASSANDRA-825,"So for 825, the plan is drop patch 5, make the other tweaks I mentioned, and then  make the CLH changes as part of 840?
",,,5:3086 - 5:3206,1,arjan
5:72,gdusbabek,CASSANDRA-825,gdusbabek,,Comment,5:3211 - 5:3219,1,arjan
5:49,Correct.,CASSANDRA-825,"Correct.
",,,5:3222 - 5:3231,1,arjan
5:73,jbellis,CASSANDRA-825,jbellis,,Comment,6:5 - 6:11,1,arjan
5:50,wrapping an AtomicInteger w/ synchronized isn’t the end of the world b…,CASSANDRA-825,"wrapping an AtomicInteger w/ synchronized isn’t the end of the world but it’s kind of  ugly.
",,Architectural solution benefits and drawbacks,6:40 - 6:133,1,arjan
5:51,wrapping an AtomicInteger w/ synchronized,CASSANDRA-825,wrapping an AtomicInteger w/ synchronized,,Architectural component behavior and structure,6:40 - 6:80,1,arjan
5:52,Maybe using a wrapper class like in CommitLog to avoid explicit synchr…,CASSANDRA-825,"Maybe using a wrapper class like in CommitLog to avoid explicit synchronization but still  getting laziness would work here instead?
",,"Architectural component behavior and structure
Architectural solution benefits and drawbacks",6:134 - 6:267,2,arjan
5:74,gdusbabek,CASSANDRA-825,gdusbabek,,Comment,6:272 - 6:280,1,arjan
5:53,Removed unnecessary locking. fxMaxId() doesn’t need to be called until…,CASSANDRA-825,"Removed unnecessary locking. fxMaxId() doesn’t need to be called until we  are loading from storage. When loading from XML, the counter starts at 0 and works its  way up (it’s reset every restart).
",,Existing system architecture description,6:283 - 6:481,1,arjan
5:54,+1,CASSANDRA-825,+1,,,6:495 - 6:496,1,arjan
6:1,Implement a replication strategy for the KS that holds KS/CF defnition…,CASSANDRA-826,"Implement a replication strategy for the KS that holds KS/CF defnitions.
",,User requirement,3:51 - 3:124,1,arjan
6:2,Implement a replication strategy for the KS that holds KS/CF defnition…,CASSANDRA-826,"Implement a replication strategy for the KS that holds KS/CF defnitions.
It ignores replication factor and replicates to all nodes.
",,User requirement,3:142 - 3:275,1,arjan
6:14,jbellis,CASSANDRA-826,jbellis,,Comment,3:494 - 3:500,1,arjan
6:3,"metadata.getEndpoints won’t include bootstrapping nodes though, will i…",CASSANDRA-826,"metadata.getEndpoints won’t include bootstrapping nodes though, will it?
",,"Architectural design configuration
Assumptions",3:503 - 3:576,2,arjan
6:4,"speaking of bootstrapping nodes, this approach of ""just use a Strategy…",CASSANDRA-826,"speaking of bootstrapping nodes, this approach of ""just use a Strategy that replicates ev-  erywhere"" means you have to send a mutation containing the whole, most-recent-schema at  once, right?",,"Architectural design configuration
Assumptions",3:577 - 3:769,2,arjan
6:5,"which I think is okay, just want to make sure.",CASSANDRA-826,"which I think is okay, just want to make sure.",,Architectural solution benefits and drawbacks,3:772 - 3:817,1,arjan
6:15,gdusbabek,CASSANDRA-826,gdusbabek,,Comment,3:824 - 3:832,1,arjan
6:6,"That’s one way of doing it, but the more I’ve thought about it and wor…",CASSANDRA-826,"That’s one way of doing it, but the more I’ve thought about it and worked on  it, I’m not sure that replicating everywhere is the best approach.",,"Architectural solution benefits and drawbacks
Assumptions",3:835 - 3:978,2,arjan
6:7,I prefer using a pure gossip  approach: NodeA has schema updated via t…,CASSANDRA-826,"I prefer using a pure gossip  approach: NodeA has schema updated via thrift, makes local changes and then gossips it  to all nodes. Those nodes realize they are on an older version and request all migrations  between their versions and the version that was gossiped. The migrations are then applied.
",,"Architectural design configuration
Architectural solution benefits and drawbacks",3:980 - 3:1280,2,arjan
6:8,The main advantage is that it is a one-size-fts all approach: it works…,CASSANDRA-826,"The main advantage is that it is a one-size-fts all approach: it works for a live cluster,  it works for a bootstrapping node (re: your comment), it works for a node coming back into  the cluster.
2
It also avoids any synchronization issues involved with a mutation arriving after the ver-  sion is gossiped.",,Architectural solution benefits and drawbacks,3:1281 - 4:109,1,arjan
6:16,jbellis,CASSANDRA-826,jbellis,,Comment,4:115 - 4:121,1,arjan
6:9,if we’re going w/ a pull model (each node is responsible for requestin…,CASSANDRA-826,"if we’re going w/ a pull model (each node is responsible for requesting changes)  then why do we need this new Strategy? (which is only useful for a push model, unless I am  missing something)",,"Architectural solution benefits and drawbacks
Assumptions",4:124 - 4:315,2,arjan
6:17,gdusbabek,CASSANDRA-826,gdusbabek,,Comment,4:321 - 4:329,1,arjan
6:10,you’re not missing anything. I’ve been experimenting with both and am…,CASSANDRA-826,"you’re not missing anything. I’ve been experimenting with both and am  leaning towards pull, in which case, this strategy is not needed.
",,Architectural solution benefits and drawbacks,4:332 - 4:469,1,arjan
6:18,jbellis,CASSANDRA-826,jbellis,,Comment,4:473 - 4:479,1,arjan
6:11,"I like the simplicity of the ReplicationStrategy approach, but the cor…",CASSANDRA-826,"I like the simplicity of the ReplicationStrategy approach, but the corner cases (e.g.
bootstrapping) are a bitch. So I think I lean towards pull too.
",,Trade-offs,4:482 - 4:633,1,arjan
6:19,gdusbabek,CASSANDRA-826,gdusbabek,,Comment,4:637 - 4:645,1,arjan
6:12,We will not use a replication strategy to maintain the schema keyspace…,CASSANDRA-826,"We will not use a replication strategy to maintain the schema keyspace.
",,Architectural solution benefits and drawbacks,4:648 - 4:720,1,arjan
6:20,gdusbabek,CASSANDRA-826,gdusbabek,,Comment,4:724 - 4:732,1,arjan
6:13,I decided not to take this approach.,CASSANDRA-826,"I decided not to take this approach.
",,Architectural solution benefits and drawbacks,4:735 - 4:771,1,arjan
7:1,Add hooks that recognize when system KS is updated.,CASSANDRA-827,Add hooks that recognize when system KS is updated.,,User requirement,3:51 - 3:101,1,arjan
7:2,Add hooks that recognize when system KS is updated.,CASSANDRA-827,"Add hooks that recognize when system KS is updated.
",,User requirement,3:121 - 3:173,1,arjan
7:3,"Figure out the best way to refresh the collections in DD, perform the…",CASSANDRA-827,"Figure out the best way to refresh the collections in DD, perform the adds, deletes, etc",,Motivation of design issue,3:174 - 3:261,1,arjan
7:44,gdusbabek,CASSANDRA-827,gdusbabek,,Comment,3:937 - 3:945,1,arjan
7:4,"Before I go down this path, I want to make sure I have the thrift chan…",CASSANDRA-827,"Before I go down this path, I want to make sure I have the thrift changes  basically right.
",,Motivation of design issue,3:948 - 3:1039,1,arjan
7:45,jbellis,CASSANDRA-827,jbellis,,Comment,3:1044 - 3:1050,1,arjan
7:5,void add_column_family_defnition(1:required CfDef cf_def)  shouldn’t t…,CASSANDRA-827,"void add_column_family_defnition(1:required CfDef cf_def)  shouldn’t this take a KS arg too?
",,Technical debt,3:1053 - 3:1145,1,arjan
7:46,jbellis,CASSANDRA-827,jbellis,,Comment,4:4 - 4:10,1,arjan
7:6,"how do we reconcile this with the ""login to keyspace before doing stuf…",CASSANDRA-827,"how do we reconcile this with the ""login to keyspace before doing stuf"" authentication  change? ",,Motivation of design issue,4:57 - 4:152,1,arjan
7:7,"should we require logging in to the system keyspace, before doing allo…",CASSANDRA-827," should we require logging in to the system keyspace, before doing allowing schema  modifcations?
",,Architectural design configuration,4:152 - 4:250,1,arjan
7:8,"should we prefx these methods with system_ or something to denote ""not…",CASSANDRA-827,"should we prefx these methods with system_ or something to denote ""not normal data  modifcation stuf?""",,Architectural design configuration,4:251 - 4:352,1,arjan
7:47,gdusbabek,CASSANDRA-827,gdusbabek,,Comment,4:358 - 4:366,1,arjan
7:9,"Yes, I think this is a good idea.",CASSANDRA-827,"Yes, I think this is a good idea.
",,Architectural solution benefits and drawbacks,4:483 - 4:516,1,arjan
7:10,sure. I’ll all ’system_’ and drop ’_defnition’ from the method names.,CASSANDRA-827,"sure. I’ll all ’system_’ and drop ’_defnition’ from the method names.
",,Architectural solution benefits and drawbacks,4:576 - 4:646,1,arjan
7:48,gdusbabek,CASSANDRA-827,gdusbabek,,Comment,4:650 - 4:658,1,arjan
7:11,0002 refactors DefsTable heavily. Each operation is broken out to its…,CASSANDRA-827,"0002 refactors DefsTable heavily. Each operation is broken out to its own  class that can be serialized and moved to other nodes. It also introduces the concept of a  ’migration,’ which is a schema operation (add|drop|rename cf|ks).
",,Existing system architecture description,4:661 - 4:894,1,arjan
7:12,0004 changes gossip to that it includes the schema version. It brings…,CASSANDRA-827,0004 changes gossip to that it includes the schema version. It brings back the DefsTable  executor as a stage on which migrations are executed. A seed node is instructed to wait  (same as load balance waiting period) so that it can contact other seed nodes for updated  schemas before it begins serving requests.,,Existing system architecture description,4:895 - 4:1206,1,arjan
7:13,0006 changes startup to always load schema from the system tables. The…,CASSANDRA-827,"0006 changes startup to always load schema from the system tables. The load-from-xml  code was kept around to help with transition and exposed in JMX. We can remove this in  a release or two. The java unit tests still load schema from xml.
",,Existing system architecture description,4:1209 - 4:1449,1,arjan
7:14,The load-from-xml  code was kept around to help with transition and ex…,CASSANDRA-827,The load-from-xml  code was kept around to help with transition and exposed in JMX,,Architectural solution benefits and drawbacks,4:1276 - 4:1357,1,arjan
7:15,0007 implements the stubbed thrift methods. The nosetests use them to…,CASSANDRA-827,"0007 implements the stubbed thrift methods. The nosetests use them to establish a testing  schema.
",,Existing system architecture description,4:1450 - 4:1549,1,arjan
7:16,0008 alters the write path so that the cfd is used to determine which…,CASSANDRA-827,0008 alters the write path so that the cfd is used to determine which CFS is written to  during normal writes and CL recovery. CF names are still used (extensively--I didn’t have  the guts to push this through all the way) for other operations.,,Existing system architecture description,4:1550 - 4:1793,1,arjan
7:17,I’m not happy with Ta-  ble.cfNameMap but don’t see an alternative tha…,CASSANDRA-827,"I’m not happy with Ta-  ble.cfNameMap but don’t see an alternative that doesn’t require touching *a lot* of code.
",,Architectural solution benefits and drawbacks,4:1795 - 4:1909,1,arjan
7:49,jbellis,CASSANDRA-827,jbellis,,Comment,4:1913 - 4:1919,1,arjan
7:18,Looks pretty good to me!,CASSANDRA-827,"Looks pretty good to me!
",,Architectural solution benefits and drawbacks,4:1922 - 4:1946,1,arjan
7:19,02: Can we provide a .serializer().de/serialize interface to the Migra…,CASSANDRA-827,"02: Can we provide a .serializer().de/serialize interface to the Migrations, instead of get-  Bytes, for consistency w/ the other code?",,Architectural design configuration,4:1950 - 4:2084,1,arjan
7:20,"Alternatively, we could move that stuf into a  Thrift class; rolling t…",CASSANDRA-827,"Alternatively, we could move that stuf into a  Thrift class; rolling that stuf by hand is something I’d like to move away from.",,Architectural design configuration,4:2087 - 4:2213,1,arjan
7:21,04: the requesting of CF defnitions looks like it should be done in a…,CASSANDRA-827,"04: the requesting of CF defnitions looks like it should be done in a gossip listener,  not directly in Gossiper. we shouldn’t have to modify Gossiper internals at all; the CF  defs should go in a new applicationstate, and someone (KSMetaData?) should register an  onChange listener that does the requesting of updates.
",,Technical debt,4:2219 - 4:2539,1,arjan
7:22,"""seed nodes should try to get schema updates from other seed nodes bef…",CASSANDRA-827,"""seed nodes should try to get schema updates from other seed nodes before going into normal  mode"" seems like complexity that doesn’t really buy us much.
I’m not sure what ""don’t bootstrap if there are no tables defned"" gets us either.
",,Technical debt,4:2540 - 4:2777,1,arjan
7:23,we should make a best efort to push the migration out to all live node…,CASSANDRA-827,"we should make a best efort to push the migration out to all live nodes, and let dead  or partitioned ones catch up via the gossip method.",,Architectural design configuration,4:2778 - 4:2915,1,arjan
7:24,relying entirely on gossip makes propa-  3gation pretty slow even when…,CASSANDRA-827,"relying entirely on gossip makes propa-  3
gation pretty slow even when cluster is entirely healthy",,Architectural solution benefits and drawbacks,4:2917 - 5:56,1,arjan
7:25,"08: if RowMutation is still using strings instead of cfds, doesn’t tha…",CASSANDRA-827,"08: if RowMutation is still using strings instead of cfds, doesn’t that leave us vulnera-  ble to the bug discussed earlier where it gets applied to the wrong CF after a rename?
",,"Assumptions
Run-time quality issues",5:176 - 5:354,2,arjan
7:50,gdusbabek,CASSANDRA-827,gdusbabek,,Comment,5:358 - 5:366,1,arjan
7:26,02: I’ll pass on the thrift class stuf. I must be the only person who…,CASSANDRA-827,"02: I’ll pass on the thrift class stuf. I must be the only person who fnds  ICompactSerializer<T> overwrought.
",,Architectural solution benefits and drawbacks,5:369 - 5:480,1,arjan
7:27,My intent was to ensure that seeds have updated schemas before they st…,CASSANDRA-827,"My intent was to ensure that seeds have updated schemas before they start doing their jobs  in order for them to transmit that data to new nodes since the seeds are contacted frst.
If that comes out, the worst case is that it takes another gossip round or two before the  new nodes fne someone with the most current schema. In retrospect, I think you’re right--  probably over complex.
",,"Assumptions
Technical debt",5:628 - 5:1015,2,arjan
7:28,SS.fnishBootstrapping() was only ever called via removeBootstrapSource…,CASSANDRA-827,"SS.fnishBootstrapping() was only ever called via removeBootstrapSource(). And when there  are no tables, there are no bootstrap sources to remove (streaming never fnishes). Detecting  this condition and avoiding the wait ",,Architectural design configuration,5:1066 - 5:1286,1,arjan
7:29,seemed like the best course to take.,CASSANDRA-827,"seemed like the best course to take.
",,Architectural solution benefits and drawbacks,5:1287 - 5:1324,1,arjan
7:30,08: The critical parts were Table.apply and CL.recover. Both of those…,CASSANDRA-827,08: The critical parts were Table.apply and CL.recover. Both of those are handled. The use  of QueryPath makes RowMutation somewhat vulnerable no matter what.,,Run-time quality issues,5:1325 - 5:1482,1,arjan
7:31,There isn’t a lot  we can do there besides using cfds throughout.,CASSANDRA-827,"There isn’t a lot  we can do there besides using cfds throughout.
",,Architectural design configuration,5:1484 - 5:1550,1,arjan
7:51,jbellis,CASSANDRA-827,jbellis,,Comment,5:1554 - 5:1560,1,arjan
7:32,"makes sense, +1",CASSANDRA-827,"makes sense, +1",,Architectural solution benefits and drawbacks,5:1651 - 5:1665,1,arjan
7:33,"Yeah, I think that’s ultimate what we want to do. No?",CASSANDRA-827,"Yeah, I think that’s ultimate what we want to do. No?",,"Architectural solution benefits and drawbacks
Assumptions",5:1737 - 5:1789,2,arjan
7:34,I don’t see either the new ANNOUNCE verb or a gossip onchange in patch…,CASSANDRA-827,"I don’t see either the new ANNOUNCE verb or a gossip onchange in patch 04, I  guess those are going to be in other tickets?
",,,5:1838 - 5:1962,1,arjan
7:35,Looks like I merged it into 02. See Migration.announce().,CASSANDRA-827," Looks like I merged it into 02. See Migration.announce().
",,,5:1977 - 5:2036,1,arjan
7:52,jbellis,CASSANDRA-827,jbellis,,Comment,5:2041 - 5:2047,1,arjan
7:36,Is there a way we could get the defsVersion stuf to go in SystemTable.…,CASSANDRA-827,"Is there a way we could get the defsVersion stuf to go in SystemTable.StorageMetadata  (a singleton that StorageService keeps a reference to) instead of DatabaseDescriptor, which  is only for user-confgurable stuf?
",,"Architectural design configuration
Architectural solution benefits and drawbacks",5:2050 - 5:2265,2,arjan
7:53,gdusbabek,CASSANDRA-827,gdusbabek,,Comment,5:2270 - 5:2278,1,arjan
7:37,Not easily.,CASSANDRA-827,Not easily.,,Architectural solution benefits and drawbacks,5:2281 - 5:2291,1,arjan
7:38,The current defsVersion needs to be known long before Storage-  Servic…,CASSANDRA-827,"The current defsVersion needs to be known long before Storage-  Service (and SystemMetadata) is initialized. I rearranged things so that DD keeps track of  the initial version (from a schema load or whatever) and passes it to SS. Its all in v3-0009.
From then on, SS is queried/updated when the uuid version is needed.
",,Existing system architecture description,5:2293 - 5:2613,1,arjan
7:39,I also fxed a rename bug where the replication strategy wasn’t getting…,CASSANDRA-827,"I also fxed a rename bug where the replication strategy wasn’t getting reloaded (in case  it changed as a result of a drop+add).
",,Existing system architecture description,5:2614 - 5:2743,1,arjan
7:54,jbellis,CASSANDRA-827,jbellis,,Comment,5:2748 - 5:2754,1,arjan
