ID,Quotation Name,Document,Quotation Content,Comment,Codes,Reference,Density,Modified by
38:9,All of the transitives  dependencies could be avoided (I think) if we…,CASSANDRA-4430,"All of the transitives  dependencies could be avoided (I think) if we don’t care about validating confgs (ie get-  ting helpful messages along the lines of ""fortnight"" is not a valid timeunit, must match  ""ˆ(DAYS|HOURS|MICROSECONDS|MILLISECONDS|MINUTES|NANOSECONDS|SECONDS)$"")",,"Architectural component behavior and structure
Assumptions",4:741 - 4:1016,2,arjan
38:10,In theory the confg could be embedded in cassandra.yaml,CASSANDRA-4430, In theory the confg could be embedded in cassandra.yaml,,Architectural component behavior and structure,4:1020 - 4:1075,1,arjan
38:11,I went with a new fle since  jmx/log4j/mx4j etc are all done outside o…,CASSANDRA-4430,I went with a new fle since  jmx/log4j/mx4j etc are all done outside of cassandra.yaml. This is the design choice I was  least sure about.,,Architectural solution benefits and drawbacks,4:1078 - 4:1215,1,arjan
38:34,cburroughs,CASSANDRA-4430,cburroughs,,Comment,4:1564 - 4:1573,1,arjan
38:12,Also a cluster with the stress keyspaces seems to have on the order of…,CASSANDRA-4430,"Also a cluster with the stress keyspaces seems to have on the order of 1.5k  metric from o.a.c.metrics (yeah metrics!), but that can be a rather large amount for gangli-  a/graphite to deal with. I may need to think about how to approach that.
",,Motivation of design issue,4:1576 - 4:1820,1,arjan
38:35,cburroughs,CASSANDRA-4430,cburroughs,,Comment,4:1824 - 4:1833,1,arjan
38:13,Keeping per connection stats around is not tenable for larger clusters…,CASSANDRA-4430,"Keeping per connection stats around is not tenable for larger clusters,",,Motivation of design issue,4:2029 - 4:2099,1,arjan
38:14,I think we will need a default confg with an example blacklist,CASSANDRA-4430,I think we will need a default confg with an example blacklist,,"Architectural design configuration
Assumptions",4:2105 - 4:2166,2,arjan
38:15,what we do with internal  services is a convention like ending metric…,CASSANDRA-4430,"what we do with internal  services is a convention like ending metric names with JMX_ONLY, but that’s probably too  ugly and brittle for general use).
",,"Architectural design configuration
Architectural solution benefits and drawbacks",4:2169 - 4:2319,2,arjan
38:36,thobbs,CASSANDRA-4430,thobbs,,Comment,5:158 - 5:163,1,arjan
38:16,Overall I’m not opposed to the idea of making it easy to enable variou…,CASSANDRA-4430," Overall I’m not opposed to the idea of making it easy to enable various reporters,",,Architectural solution benefits and drawbacks,5:165 - 5:247,1,arjan
38:37,cburroughs,CASSANDRA-4430,cburroughs,,Comment,5:2434 - 5:2443,1,arjan
38:17,I just mean that as an example of something that generates too much no…,CASSANDRA-4430,"I just mean that as an example of something that generates too much noise to be a good  out of the box experience.
",,Architectural solution benefits and drawbacks,5:2774 - 5:2889,1,arjan
38:18,The csv reporter is probably not used in production much. I’m not exac…,CASSANDRA-4430,"The csv reporter is probably not used in production much. I’m not exactly sure what is  going on when trying to use it here, but I agree it’s producing a paucity of metrics.
",,Architectural solution benefits and drawbacks,6:1 - 6:175,1,arjan
38:19,"However, that’s a metric-reporter-confg limitation, not a Metrics one,",CASSANDRA-4430,"However, that’s a metric-reporter-confg limitation, not a Metrics one,",,Architectural solution benefits and drawbacks,6:447 - 6:516,1,arjan
38:38,thobbs,CASSANDRA-4430,thobbs,,Comment,6:647 - 6:652,1,arjan
38:20,I feel like this is probably the main problem that needs to be solved.…,CASSANDRA-4430,"I feel like this is probably the main problem that needs to be solved. Besides per-connection  metrics (thanks for pointing those out), there are many users with hundreds or thousands  of column families, each of which have quite a few metrics",,Motivation of design issue,6:1017 - 6:1259,1,arjan
38:21,It seems like the regex support should be sufcient for that if it’s ap…,CASSANDRA-4430,It seems like the regex support should be sufcient for that if it’s applied to the full metric  name (o.a.c.metrics.ColumnFamily.LiveSSTableCount.system.IndexInfo).,,"Architectural design configuration
Assumptions",6:1433 - 6:1596,2,arjan
38:39,cburroughs,CASSANDRA-4430,cburroughs,,Comment,6:1705 - 6:1714,1,arjan
38:22,Using the full metric name is reasonable and should not be too hard.,CASSANDRA-4430,Using the full metric name is reasonable and should not be too hard. ,,Architectural solution benefits and drawbacks,6:1717 - 6:1785,1,arjan
38:23,I’m going to  ignore that and concat the strings in normal (jmx) order,CASSANDRA-4430,I’m going to  ignore that and concat the strings in normal (jmx) order,,Architectural design configuration,6:2093 - 6:2162,1,arjan
38:40,thobbs,CASSANDRA-4430,thobbs,,Comment,6:2249 - 6:2254,1,arjan
38:24,"That sounds great, thanks.",CASSANDRA-4430,"That sounds great, thanks.
",,Architectural solution benefits and drawbacks,6:2257 - 6:2284,1,arjan
38:41,cburroughs,CASSANDRA-4430,cburroughs,,Comment,6:2564 - 6:2573,1,arjan
38:25,CSVReporter only works if the non-qualifed names are unique. The same…,CASSANDRA-4430,CSVReporter only works if the non-qualifed names are unique. The same uses the con-  sole reporter to dump everything to one big fle which is really only useful as a sample,,Architectural solution benefits and drawbacks,7:1 - 7:172,1,arjan
38:42,cburroughs,CASSANDRA-4430,cburroughs,,Comment,7:998 - 7:1007,1,arjan
38:26,"The jars are for validation of the confg, javax.validation.validation-…",CASSANDRA-4430,"The jars are for validation of the confg, javax.validation.validation-api the actual imple-  mentation of said api from the hibernate folks, and the logging jar that the hibernate folks  use. That’s admittedly a case study in somewhat excessive java modularity. ",,Architectural solution benefits and drawbacks,7:1129 - 7:1390,1,arjan
38:27,I *think* if  those deps are excluded the only consequence is less use…,CASSANDRA-4430,I *think* if  those deps are excluded the only consequence is less useful error messages.,,"Architectural design configuration
Architectural solution benefits and drawbacks
Assumptions",7:1391 - 7:1479,3,arjan
38:28,On the other  hand cassandra.yaml itself might beneft from the javax.v…,CASSANDRA-4430,"On the other  hand cassandra.yaml itself might beneft from the javax.validation stuf, but that’s a difer-  ent topic.
",,"Architectural design configuration
Architectural solution benefits and drawbacks",7:1481 - 7:1599,2,arjan
38:43,jbellis,CASSANDRA-4430,jbellis,,Comment,7:2077 - 7:2083,1,arjan
38:29,"Let’s verify that, because I really don’t want to increase our list of…",CASSANDRA-4430,"Let’s verify that, because I really don’t want to increase our list of hand-maintained jars and  licenses (which appear to be missing, btw) by > 10% for a very optional feature. Especially  when half of the four new ones are not fnal releases...
",,Architectural solution benefits and drawbacks,7:2179 - 7:2425,1,arjan
38:44,thobbs,CASSANDRA-4430,thobbs,,Comment,8:1000 - 8:1005,1,arjan
38:30,+1,CASSANDRA-4430,+1,,Architectural solution benefits and drawbacks,8:1008 - 8:1009,1,arjan
38:45,depend,CASSANDRA-4430,depend,,Comment,8:1558 - 8:1563,1,arjan
38:31,I am currently using jmxtrans to report metrics to graphite.,CASSANDRA-4430,I am currently using jmxtrans to report metrics to graphite. ,,Architectural design configuration,8:1588 - 8:1648,1,arjan
38:46,cburroughs,CASSANDRA-4430,cburroughs,,Comment,8:1712 - 8:1721,1,arjan
38:32,"Ease of use, fewer moving parts with polling intervals to reason about…",CASSANDRA-4430,"Ease of use, fewer moving parts with polling intervals to reason about  * Ease of confguration, you don’t have to confgure another thing to know all about your  cassandra clusters and all about ganglia.
",,Architectural solution benefits and drawbacks,8:1726 - 8:1929,1,arjan
39:1,RangeStreamer should be smarter when picking endpoints for streaming i…,CASSANDRA-4650,"RangeStreamer should be smarter when picking endpoints for streaming in case of N >=3 in each  DC.
",,Run-time quality issues,3:52 - 3:151,1,arjan
39:2,getRangeFetchMap method in RangeStreamer should pick unique nodes to s…,CASSANDRA-4650,"getRangeFetchMap method in RangeStreamer should pick unique nodes to stream data from when  number of replicas in each DC is three or more.When N>=3 in a DC, there are two options for  streaming a range. Consider an example of 4 nodes in one datacenter and replication factor of 3.If  a node goes down, it needs to recover 3 ranges of data. With current code, two nodes could get  selected as it orders the node by proximity.We ideally will want to select 3 nodes for streaming  the data.",,Run-time quality issues,3:169 - 3:656,1,arjan
39:3,We can do this by selecting unique nodes for each range.,CASSANDRA-4650,"We can do this by selecting unique nodes for each range.
",,Architectural component behavior and structure,3:658 - 3:715,1,arjan
39:4,This will increase the performance of bootstrapping a node,CASSANDRA-4650,This will increase the performance of bootstrapping a node,,Architectural tactics,3:729 - 3:786,1,arjan
39:5,will also put less pressure on nodes  serving the data.,CASSANDRA-4650,"will also put less pressure on nodes  serving the data.
",,Architectural solution benefits and drawbacks,3:792 - 3:848,1,arjan
39:18,kohlisankalp,CASSANDRA-4650,kohlisankalp,,Comment,3:1051 - 3:1062,1,arjan
39:6,We need more support from RangeStreamer to support N >=3.,CASSANDRA-4650,"We need more support from RangeStreamer to support N >=3.
",,Run-time quality issues,3:1065 - 3:1123,1,arjan
39:19,kohlisankalp,CASSANDRA-4650,kohlisankalp,,Comment,3:1127 - 3:1138,1,arjan
39:7,This will be very useful for vnodes as it will even out the load of bo…,CASSANDRA-4650," This will be very useful for vnodes as it will even out the load of bootstrap-  ping across the cluster. Also the bootstrap will be faster as it will spread the ranges evenly  across the nodes.
This problem is basically about mapping x ranges to y machines with constraints of repli-  cation",,Motivation of design issue,3:1140 - 3:1432,1,arjan
39:8,So it can be modeled as a max network fow problem.I am attaching a pic…,CASSANDRA-4650,"So it can be modeled as a max network fow problem.I am attaching a picture of a  2
graph. In the picture, R1 to R6 are 6 ranges being mapped to 4 machines(M1 to m4). Here  the replication is 2 as each range can be mapped to two machines. All the edges in this  graph have weight 1 except the edges between M1 to M4 and t.The edges between M1 to M4  and t will be ceil(No of ranges/No of machines) initially(2 in the picture). If we cannot push  a fow of 6(i.e no of ranges) from s to t, then we will increase the weight on edges between  M1 to M4 and t by 1(in our example to 3).
We will continue to increase the weight by 1 till we have a fow of 6 from s to t.
We also need to take care of the multi-DC deployment as we dont want to stream from across  DC to optimize the load.
",,Architectural design configuration,3:1435 - 4:699,1,arjan
39:20,jbellis,CASSANDRA-4650,jbellis,,Comment,4:811 - 4:817,1,arjan
39:9,"Hmm, but we’re also working on CASSANDRA-2434 which will force it to p…",CASSANDRA-4650,"Hmm, but we’re also working on CASSANDRA-2434 which will force it to pick  the ""replaced"" [v]node/node as the one to stream from. The good news is that should force  spreading the load around the replicas as well.
",,Architectural solution benefits and drawbacks,4:820 - 4:1034,1,arjan
39:21,kohlisankalp,CASSANDRA-4650,kohlisankalp,,Comment,4:1038 - 4:1049,1,arjan
39:10,I don’t think CASSANDRA-2434 solves this. If you are replacing a dead…,CASSANDRA-4650," I don’t think CASSANDRA-2434 solves this. If you are replacing a dead  machine with replace args, it could stream from 2 places in some cases when the ideal will  be 3.
",,"Architectural solution benefits and drawbacks
Assumptions",4:1051 - 4:1221,2,arjan
39:22,kohlisankalp,CASSANDRA-4650,kohlisankalp,,Comment,4:1225 - 4:1236,1,arjan
39:11,It requireshttps://mvnrepository.com/artifact/org.psjava/psjava/0.1.19,CASSANDRA-4650,It requireshttps://mvnrepository.com/artifact/org.psjava/psjava/0.1.19,,Architectural design configuration,4:1239 - 4:1308,1,arjan
39:23,tjake,CASSANDRA-4650,tjake,,Comment,4:1357 - 4:1361,1,arjan
39:12,I looked over the patch and I like the idea.,CASSANDRA-4650," I looked over the patch and I like the idea.
",,Architectural solution benefits and drawbacks,4:1363 - 4:1409,1,arjan
39:24,kohlisankalp,CASSANDRA-4650,kohlisankalp,,Comment,4:2090 - 4:2101,1,arjan
39:13,Capacity b/w rangeVertex and connected endpointVertex is always infnit…,CASSANDRA-4650,"Capacity b/w rangeVertex and connected endpointVertex is always infnite  (Integer.MAX_VALUE)  Capacity b/w sourceVertex and Rangevertex is always 1  Capacity b/w endpointVertex and destinationVertex is what gets calculated by getDestina-  tionLinkCapacity which is(int) Math.ceil(Number of rangeVertices / Number of endpointVer-  tices)  If we are not able to fnd a fow, we increment the capacity by 1 b/w endpointVertex and  destinationVertex",,Architectural design configuration,4:2104 - 4:2546,1,arjan
39:25,marcuse,CASSANDRA-4650,marcuse,,Comment,5:2107 - 5:2113,1,arjan
39:14,I ran the dtests locally and they look good,CASSANDRA-4650,I ran the dtests locally and they look good,,Architectural solution benefits and drawbacks,5:2302 - 5:2344,1,arjan
39:26,kohlisankalp,CASSANDRA-4650,kohlisankalp,,Comment,5:2351 - 5:2362,1,arjan
39:15,+1,CASSANDRA-4650,+1,,Architectural solution benefits and drawbacks,5:2365 - 5:2366,1,arjan
39:27,marcuse,CASSANDRA-4650,marcuse,,Comment,5:2373 - 5:2379,1,arjan
39:16,"+1, committed",CASSANDRA-4650,"+1, committed",,Architectural solution benefits and drawbacks,5:2382 - 5:2394,1,arjan
39:17,"psjava seems to be the frst MIT-licensed library we use (ie, there are…",CASSANDRA-4650,"psjava seems to be the frst MIT-licensed library we use (ie, there are at least no MIT-licenses  in lib/licenses/*), but it seems it is OK according to this: http://apache.org/legal/resolved.html#category-  a",,"Architectural solution benefits and drawbacks
Technology solution",5:2397 - 5:2604,2,arjan
40:1,I’ve been working on an implementation for both IAuthority2 and IAuthe…,CASSANDRA-4898,"I’ve been working on an implementation for both IAuthority2 and IAuthenticator that uses Cas-  sandra itself to store the necessary credentials. I’m planning on open sourcing this shortly.
",,Technology solution,3:114 - 3:303,1,arjan
40:2,"It tries to provide reasonable security, for example using PBKDF2  to…",CASSANDRA-4898,"It tries to provide reasonable security, for example using PBKDF2  to store passwords with a confgurable confguration cycle and managing all the rights available  in IAuthority2.
",,Technology solution,3:335 - 3:513,1,arjan
40:3,"My main use goal isn’t security / confdentiality of the data, but more…",CASSANDRA-4898,"My main use goal isn’t security / confdentiality of the data, but more that I don’t want multiple  consumers of the cluster to accidentally screw stuf up. Only certain users can write data, others  can read it out again and further process it.
",,Architectural solution benefits and drawbacks,3:515 - 3:759,1,arjan
40:5,Is there a deliberate reason that validateConfguration() is executed b…,CASSANDRA-4898,"Is there a deliberate reason that validateConfguration() is executed before all information about  keyspaces, column families etc. is available?",,Existing system architecture description,3:1356 - 3:1499,1,arjan
40:6,In the current form I therefore can’t validate whether  column familie…,CASSANDRA-4898,"In the current form I therefore can’t validate whether  column families etc. are available for authentication since they aren’t loaded yet.
",,Technical debt,3:1501 - 3:1641,1,arjan
40:4,I’ve wanted to use this to make relatively easy bootstrapping possible,CASSANDRA-4898,I’ve wanted to use this to make relatively easy bootstrapping possible,,Architectural solution benefits and drawbacks,3:1642 - 3:1711,1,arjan
40:7,My approach here would  be to only enable authentication if the needed…,CASSANDRA-4898,My approach here would  be to only enable authentication if the needed keyspace is available.,,Architectural design configuration,3:1714 - 3:1806,1,arjan
40:8,"This allows for confguring  the cluster, then import the necessary aut…",CASSANDRA-4898,"This allows for confguring  the cluster, then import the necessary authentication data for an admin user to bootstrap further  and then restart every node in the cluster.
",,Architectural solution benefits and drawbacks,3:1808 - 3:1979,1,arjan
40:9,I’ve added a strategy that basically says that data should be availabl…,CASSANDRA-4898,I’ve added a strategy that basically says that data should be available on all nodes. The amount  of data use for authentication is very limited.,,Architectural design configuration,4:81 - 4:225,1,arjan
40:10,Replicating it to every node is there for not very  problematic and al…,CASSANDRA-4898,"Replicating it to every node is there for not very  problematic and allows for every node to have all data locally available for verifying requests.
",,Architectural solution benefits and drawbacks,4:227 - 4:376,1,arjan
40:27,jbellis,CASSANDRA-4898,jbellis,,Comment,4:923 - 4:929,1,arjan
40:11,IMO this would be a good candidate for a new reference implementation.,CASSANDRA-4898," IMO this would be a good candidate for a new reference implementation.
",,Architectural solution benefits and drawbacks,4:931 - 4:1003,1,arjan
40:12,Note that IAuth2 is kind of broken (oops) and we’ll be redoing that in…,CASSANDRA-4898,Note that IAuth2 is kind of broken (oops) and we’ll be redoing that in CASSANDRA-  4874 and CASSANDRA-4875.,,Run-time quality issues,4:1004 - 4:1110,1,arjan
40:13,I would suggest using QueryProcessor.processInternal,CASSANDRA-4898,I would suggest using QueryProcessor.processInternal,,Architectural component behavior and structure,4:1175 - 4:1226,1,arjan
40:14,to keep the pain level down,CASSANDRA-4898, to keep the pain level down,,Architectural solution benefits and drawbacks,4:1227 - 4:1254,1,arjan
40:15,This is overkill.,CASSANDRA-4898,"This is overkill.
",,Architectural solution benefits and drawbacks,4:1387 - 4:1405,1,arjan
40:16,"Suggest instead creating a system_auth keyspace, default to SimpleStra…",CASSANDRA-4898,"Suggest instead creating a system_auth keyspace, default to SimpleStrategy/RF=1. Users  can then change this using normal tools.
",,Architectural component behavior and structure,4:1406 - 4:1535,1,arjan
40:28,dbussink,CASSANDRA-4898,dbussink,,Comment,4:1832 - 4:1839,1,arjan
40:17,I could imagine it being a relatively big overhead if the permission c…,CASSANDRA-4898," I could imagine it being a relatively big overhead if the permission check  needs to be made for example for each single write over the same connection with the same  credentials.
",,Architectural solution benefits and drawbacks,5:18 - 5:199,1,arjan
40:18,Currently I’m using StorageProxy.read (reading password and permission…,CASSANDRA-4898,Currently I’m using StorageProxy.read (reading password and permissions) and Storage-  Proxy.mutate (handling grants) and I’m not going crazy because of that :). These are btw  the column families I’m using atm (using the custom strategy but of course not necessary):  https://gist.github.com/7231bc6d23331ecfb07b,,Architectural design configuration,5:200 - 5:512,1,arjan
40:19,The only thing that needs some explanation there is probably the seria…,CASSANDRA-4898,"The only thing that needs some explanation there is probably the serialization format. The  password is a combination of PBKDF2 iterations, key length, salt and hash. The permis-  sions is a long which is composed of two 32 bit masks, one for the grant rights and one for  the access rights. Since Permission explicitly states the ordinal values can be used, I chose  to do that.
",,Architectural design configuration,5:515 - 5:895,1,arjan
40:29,jbellis,CASSANDRA-4898,jbellis,,Comment,5:899 - 5:905,1,arjan
40:20,I’d rather add hooks to dropping keyspaces so we can clear things out…,CASSANDRA-4898,"I’d rather add hooks to dropping keyspaces so we can clear things out then.
",,"Architectural design configuration
Architectural solution benefits and drawbacks",5:1063 - 5:1139,2,arjan
40:21,Should really update this to CQL3 (see http://www.datastax.com/dev/blo…,CASSANDRA-4898,Should really update this to CQL3 (see http://www.datastax.com/dev/blog/cql3-for-cassandra-  experts and http://www.datastax.com/dev/blog/thrift-to-cql3). ,,Architectural design configuration,5:1385 - 5:1539,1,arjan
40:22,Then you can use Map or  Set collections for the permissions instead o…,CASSANDRA-4898,"Then you can use Map or  Set collections for the permissions instead of a custom serializer.
",,Architectural solution benefits and drawbacks,5:1540 - 5:1632,1,arjan
40:30,dbussink,CASSANDRA-4898,dbussink,,Comment,5:1637 - 5:1644,1,arjan
40:23,The biggest issue with switching to CQL3 internally at the moment is t…,CASSANDRA-4898,"The biggest issue with switching to CQL3 internally at the moment is that the process-  Internal API is diferent in 1.1.x and 1.2.x / trunk it seems. I haven’t switched this over to  CQL3 for that reason, since our current cluster that we run is running 1.1.5 at the moment.
The same goes for moving it to using Map or Set collections.",,Motivation of design issue,5:1727 - 5:2062,1,arjan
40:24,I don’t think it would be much work for this,CASSANDRA-4898,I don’t think it would be much work for this,,"Architectural solution benefits and drawbacks
Assumptions",5:2065 - 5:2108,2,arjan
40:25,I’ll probably update it anyway when we  switch to 1.2.x which probably…,CASSANDRA-4898,"I’ll probably update it anyway when we  switch to 1.2.x which probably isn’t long after the release.
",,"Architectural design configuration
Assumptions",5:2111 - 5:2211,2,arjan
40:31,jbellis,CASSANDRA-4898,jbellis,,Comment,6:926 - 6:932,1,arjan
40:26,LGTM.,CASSANDRA-4898,LGTM.,,Architectural solution benefits and drawbacks,6:935 - 6:939,1,arjan
41:1,LZ4Compressor,CASSANDRA-5038,LZ4Compressor,,Technology solution,3:52 - 3:64,1,arjan
41:2,LZ4 is a new compression algo,CASSANDRA-5038,LZ4 is a new compression algo,,Technology solution,3:84 - 3:112,1,arjan
41:3,that’s ~2x faster than Snappy.,CASSANDRA-5038," that’s ~2x faster than Snappy.
",,Architectural tactics,3:113 - 3:144,1,arjan
41:4,has written a nice java port which includes a misc.Unsafe version that…,CASSANDRA-5038," has written a nice java port which includes a misc.Unsafe version that performs >=  than our java snappy version.
Details at http://blog.jpountz.net/post/28092106032/wow-lz4-is-fast",,Technology solution,3:156 - 3:338,1,arjan
41:5,The nice thing is this should work with java7 and be more portable. We…,CASSANDRA-5038,"The nice thing is this should work with java7 and be more portable.
We can also fallback the pure java impl",,Architectural solution benefits and drawbacks,3:341 - 3:448,1,arjan
41:24,jpountz,CASSANDRA-5038,jpountz,,Comment,4:110 - 4:116,1,arjan
41:6,Hi Jake! I’m very happy that you are considering adding LZ4 support to…,CASSANDRA-5038,"Hi Jake! I’m very happy that you are considering adding LZ4 support to Cassan-  dra!
",,Architectural solution benefits and drawbacks,4:119 - 4:203,1,arjan
41:7,"The native impl is indeed very very fast, and the unsafe java impl is…",CASSANDRA-5038,"The native impl is indeed very very fast, and the unsafe java impl is ~48% faster at compress-  ing data and ~1% slower at decompressing data than the Snappy impl you use according to  my last benchmarks on the calgary corpus. If you run your own benchmarks, I’d be very  interested in knowing the results.
",,"Architectural solution benefits and drawbacks
Architectural tactics",4:205 - 4:512,2,arjan
41:8,I think the fallback to pure Java can be a plus:,CASSANDRA-5038,I think the fallback to pure Java can be a plus:,,"Architectural solution benefits and drawbacks
Assumptions",4:513 - 4:560,2,arjan
41:9,ideally Cassandra should frst try to load  the native impl (if the JAR…,CASSANDRA-5038,"ideally Cassandra should frst try to load  the native impl (if the JAR includes bindings for the host architecture), then the unsafe java  impl (if the JVM supports sun.misc.Unsafe) and then the pure Java impl",,Architectural design configuration,4:562 - 4:770,1,arjan
41:10,(which is unfortu-  nately ~40% slower at compressing and ~30% slower…,CASSANDRA-5038," (which is unfortu-  nately ~40% slower at compressing and ~30% slower at decompressing than the unsafe impl).
",,Architectural solution benefits and drawbacks,4:771 - 4:882,1,arjan
41:11,"I noticed in your patch that you are using the ""unknown size"" version…",CASSANDRA-5038,"I noticed in your patch that you are using the ""unknown size"" version of the decompres-  sor. It can unfortunately be slightly slower than the normal decompressor.",,Architectural solution benefits and drawbacks,4:883 - 4:1045,1,arjan
41:12,"On large blocks,  it can be faster to write the original length at the…",CASSANDRA-5038,"On large blocks,  it can be faster to write the original length at the beginning of the compressed streams to  be able to use the normal decompressor to decompress data.
",,"Architectural design configuration
Architectural tactics",4:1047 - 4:1217,2,arjan
41:25,tjake,CASSANDRA-5038,tjake,,Comment,4:1329 - 4:1333,1,arjan
41:13,"Cool, yeah",CASSANDRA-5038,"Cool, yeah",,Architectural solution benefits and drawbacks,4:1348 - 4:1357,1,arjan
41:14,I’d suggest you add a  simple way for us to pick the best compressor f…,CASSANDRA-5038,"I’d suggest you add a  simple way for us to pick the best compressor for our node.
",,User requirement,4:1590 - 4:1673,1,arjan
41:26,jpountz,CASSANDRA-5038,jpountz,,Comment,4:1677 - 4:1683,1,arjan
41:15,"It needs to be exact, or decompression will fail. An option to be able…",CASSANDRA-5038,"It needs to be exact, or decompression will fail. An option to be able to use it is to write  the original length as an int (or better as a variable-length int) before the compressed bytes.
Upon decompression, frst read the original length and then use this original length to call  the ""known size"" decompressor.
",,Architectural design configuration,4:1870 - 4:2185,1,arjan
41:16,Another feature of these compressors you might be interested in is tha…,CASSANDRA-5038,"Another feature of these compressors you might be interested in is that you can provide  them with an output bufer of any length and they will succeed only if they managed to gen-  erate an output which is small enough (and they will fail as soon as they know they won’t  make it). So for example, you could decide to write the raw bytes instead of the compressed  bytes if LZ4 didn’t manage to compress your data by more than 10%:  3
1 final int maxAcceptableCompressedLength = originalLength * 90 / 100;  2 try {  3 dest[0] = 0; // means compressed  4 final int compressedLength = compressor.compress(src, 0, originalLength, dest,  1, maxAcceptableCompressedLength);  5 return 1 + compressedLength;  6 } catch (LZ4Exception e) {  7 dest[0] = 1; // means not compressed  8 System.arraycopy(src, 0, dest, 1, originalLength);  9 return 1 + originalLength;  10 }  (Only the native LZ4 HC impl doesn’t support this feature.)",,Architectural solution benefits and drawbacks,4:2481 - 5:486,1,arjan
41:27,tjake,CASSANDRA-5038,tjake,,Comment,5:492 - 5:496,1,arjan
41:17,New version that encodes the length of each chunk in frst 4 bytes (did…,CASSANDRA-5038,New version that encodes the length of each chunk in frst 4 bytes (didn’t use vints),,Architectural component behavior and structure,5:499 - 5:582,1,arjan
41:28,tjake,CASSANDRA-5038,tjake,,Comment,6:553 - 6:557,1,arjan
41:18,The current version as submitted is good.,CASSANDRA-5038,"The current version as submitted is good.
",,Architectural solution benefits and drawbacks,6:676 - 6:718,1,arjan
41:29,jpountz,CASSANDRA-5038,jpountz,,Comment,6:810 - 6:816,1,arjan
41:19,I fnally managed to deploy an artifact with pre-built JNI bindings for…,CASSANDRA-5038," I fnally managed to deploy an artifact with pre-built JNI bindings for some ma-  jor platforms (win32/amd64, linux/i386, linux/amd64 and darwin/x86_64) to Maven Cen-  tral (http://repo1.maven.org/maven2/net/jpountz/lz4/lz4/1.1.0/).",,Architectural design configuration,6:818 - 6:1049,1,arjan
41:20,This should help pro-  vide better performance on these platforms (see…,CASSANDRA-5038,"This should help pro-  vide better performance on these platforms (see compression and decompression benchmarks:  http://jpountz.github.com/lz4-java/1.1.0/lz4-compression-benchmark/ http://jpountz.github.com/lz4-  java/1.1.0/lz4-decompression-benchmark/).
",,Architectural tactics,6:1051 - 6:1307,1,arjan
41:30,tjake,CASSANDRA-5038,tjake,,Comment,6:1873 - 6:1877,1,arjan
41:21,I believe Snappy has slightly higher compression but I don’t see a rea…,CASSANDRA-5038,"I believe Snappy has slightly higher compression but I don’t see a reason to use it. I  don’t really feel strongly about it either way.
",,Architectural solution benefits and drawbacks,6:1880 - 6:2016,1,arjan
41:31,carlyeks,CASSANDRA-5038,carlyeks,,Comment,6:2021 - 6:2028,1,arjan
41:22,One beneft to LZ4 is that the unsafe implementation isn’t much slower…,CASSANDRA-5038,"One beneft to LZ4 is that the unsafe implementation isn’t much slower than the  native version; if we end up going to an incompatible version (or people run on some platform  that Snappy/LZ4 native hasn’t been created for), they won’t have nearly the slowdown that  Snappy has (or at least had, not sure if they’ve addressed that).
",,Architectural solution benefits and drawbacks,6:2031 - 6:2363,1,arjan
41:32,jpountz,CASSANDRA-5038,jpountz,,Comment,6:2390 - 6:2396,1,arjan
41:23,For your information [~cowtowncoder] ran his JVM compressor benchmark…,CASSANDRA-5038,"For your information [~cowtowncoder] ran his JVM compressor benchmark again recently,  and indeed, it shows good performance numbers for both the native and the Java impl of  LZ4: https://twitter.com/cowtowncoder/status/343881969697951744",,Architectural solution benefits and drawbacks,6:2738 - 6:2975,1,arjan
42:1,Cassandra/Hadoop does not support current Hadoop releases,CASSANDRA-5201,Cassandra/Hadoop does not support current Hadoop releases,,Run-time quality issues,3:52 - 3:108,1,arjan
